id,document,label
2766,휴머니즘의 본질을 공박하는 세기말의 풍경들.,1
2767,내 인생에서 좋은 길잡이가 되어준 소중한 영화.,1
2768,전재밌게보고있슴다 연기자분들화이팅,1
2769,6번째줄 알렉을 엔젤이나 클레어로바꿔야 맞는것같아요.,0
2770,이거 탑블레이드V인가? 그 때부터 개 망햇음...,0
2771,다시 보고싶은 영화!그래서 다운 받고 있다.,1
2772,지겹다 이제 폐지할때도 안 돼냐???,0
2773,역시 서극감독이다 성룡영화 중에서도 꼽을 수 있는 코믹 명작이다,1
2774,물에 물 탄 듯. 잔잔 소품.,0
2775,소방관님들 다시한번 이영화보면서 도그렇고 항살 그렇지만 존경합니다 bb,1
2776,이름 모르고 중1때 본 영화 고1때 이름을 알게 되었네요 ㅋㅋ,1
2777,공포영화인데 왜 웃음이 나오냐 ㅋㅋ,0
2778,매티유 아맬릭의 눈물이 기억난다,1
2779,하악 두근두근대는데 이영화 보고싶당,1
2780,"최고의 블랙코메디와 패러디, 최고의 카메오들",1
2781,장근석이 잘생겼어..아기도 이쁘고 재밋엇어,1
2782,스포츠 정신과 놀이의 진정한 재미를 알려즈는 교훈적인 이야기,1
2783,백성현+최불암+차인표+전광렬씨 땜에 4점..안그러면0점.-_-,0
2784,성우가어린이라는게아쉼다리얼리티를살리기위해서라도이건아님,0
2785,10년도 더된영화인데 무언가 감명깊었다,1
2786,기대안하고보면 정말 재밌다. 박희순이 대박,1
2787,스타일리쉬함 속에 현혹되지 않는 짧고 굵은 철학!,1
2788,캠카메라에 제작비는 1억이 넘나몰라,0
2789,소재는특이한데 거기서끝 아무것도없다,0
2790,양리칭 이세봉...역시 예쁘고 액션 굿~,1
2791,ㅋㅋㅋ아이거마지막까지욀케황당하지ㅋㅋㅋ스토리만봐도4점은줘야할영화임ㅋㅋ,1
2792,나름 웃긴 장면도 나오긴 한데 많이 부족하네 그다지 재밋진 않음,0
2793,신식무기를 가진 오합지졸이 아닐 수 없다,0
2794,그래도 장진한테 투자는 계속 들어오나 보네..,0
2795,이런말 안쓰는데 너무나 적절할듯싶어서. 핵.노.잼,0
2796,한 사람씩 처참하게 죽을때 긴장감은 어느 시리즈보다 더 강하다.,1
2797,극장에서 나오자마자 CD샀던 그 영화.... 최고다,1
2798,정말 집에 소장하고 두고두고 보는 영화,1
2799,이게 7.9라니 6점정도가 딱 적당하다,0
2800,수작!!!!!!!!!!!!!!,1
2801,진짜 파라노말 시리즈중에 쓰레기다진짜ㅋㅋㅋㅋ결말또??뭐어쩌자고??돈아깝,0
2802,제대로 설명도 안해주고 얼렁뚱땅 넘어간다. 스토리는 거의 초딩수준,0
2803,감독은 천재인가? 책도 읽어보고 싶네요.,1
2804,우왕 ㅋㅋㅋ 완전 대단해요 반전,1
2805,공군제대한예비역임댜~훈련소에서본기록영화가더재미있었음,0
2806,아주 기대되는 케이팝스타입니다ㅎㅎ,1
2807,이것저것 벌려놓고 후반으로 갈수록 뒷감당이 안될세..,0
2808,생각 보다 훨씬 잼있구 감동적 ㄹㅎ,1
2809,엄청 재미없음 걍 첨에 신기하다 나중에 졸림....,0
2810,친구와 비슷하고 약간은 떨어진다 생각하시면 됩니다. 별루죠,0
2811,재밌게 봄 ~!ㅎㅎㅎ 새로운 사극멜로느낌~,1
2812,정말 내 생애 최고의 드라마다.♥,1
2813,마지막에 안심하라는 듯이 싱긋웃는 모습과 대사가 너무나 멋졌습니다.최고!!!,1
2814,정말 재밌어요! 감동적이기도 하고요ㅎㅎ 꼭 봐야합니다!,1
2815,리메이크가 아닌 다른영화 오우삼감독한테 미안할 작품,0
2816,코메디도아니고 액션물도 아니고 그냥저냥봤다,0
2817,요즘 나오는 공포물보다 훨씬 볼만함,1
2818,인디영화라고 다 볼만한거 아니다..이런 허접한 영화도 있다,0
2819,우디앨런 영화는 딱 내스타일재밌다 두번째 보게된..,1
2820,인형으로 이런 작품을 만들다니 정말 대단하다,1
2821,말도 안되는 평점에 놀라울뿐이고!!!,0
2822,대한민국 최고의 형사(?) 영화,1
2823,볼만은 하나 깊이가 너무 없다,0
2824,긴장감 없는 스릴러는 무섭지 않은 호러물이고 웃기지 않은 코미디이다,0
2825,같은 감독이 아니라서 그런지 왠지 야마카시 1편하고 많이 다르단 생각이...,0
2826,여배우 하나로는 부족한... 삼류배우였음을 제작자가 인정한...,0
2827,불륜이 이렇게 아름다울 수가~ 금요드라마는 절대 못하는거!!,1
2828,정말 여태까지 봐온 드라마 중에 최고다,1
2829,분명 잼있을거 같은 소잰데 산만하고 집중이 안됨; 연출이 아쉬운 영화.,0
2830,배우들 생긴게 왜 다 다운증후근 환자 같다,0
2831,이 영화 추억하는 사람들이 은근히 많구만ㅠㅠ,1
2832,재밌는뎁!!!!!!!!!!! 평점왜이럼..ㅋㅋㅋㅋ,1
2833,정말 통쾌한 마무리가 깔끔합니다.,1
2834,업로드 좀 빨리해라 어제부터 기다리는데...,0
2835,버지니아 울프는 천재고 틸다 스윈튼의 매력에 빠져듬 ㅋㅋ,1
2836,평점 너무 후한듯 액션도 코미디도 감동도 다 따로노는 영화,0
2837,소재만 바꿔서 핑플 The Wall 흉내낸거 모를줄 알고..,0
2838,사랑해요 웨스 앤더슨 알러뷰 아윌씨유쑨,1
2839,나를 행동주의자로 변화하게 한 가슴 아픈 현실을 담은 영화,1
2840,아증말 진심 잼없다...미이라 영화에 미이라는 한놈 나온닼아 개짜증,0
2841,와 ~이게 15년전에 나온 영화인가요? 정말 재밌게 봤습니다 ㅎㅎ,1
2842,도대체뭐가 충격적이라는거지.. 진짜과대평가된 영화네요,0
2843,"클리셰 천국 , 그냥 시간 죽이라고 만든건가",0
2844,삼각관계 속에서 숨겨진 진실. 네 시작은 창대하였으나 끝은 밋밋 하리라.,0
2845,가슴이 두근거리는 남자들의 영화...,1
2846,아무렇지도 않게 보게 되었지만~영화는 날 빠지게했다,1
2847,ㅡㅡ스토리 완전오글거림 절대 재미없음. 감동전혀없음. 쓰레기영화..,0
2848,마지막 장면에서 너무 떨리고 무서웠다. 여운이 많이 남는 영화 ..,1
2849,당시 기준으로도 점수를 주기가 정말 힘들다.,0
2850,이런 3500원주고 봤다 내생애최악의 영화,0
2851,멜로라기 보단 판타지에 가깝구마..ㅋㅋ 하지만 이런 영화 참 좋다.ㅋㅋ,1
2852,장 끌로드 반담 영화 중 그나마 볼만한 영화 중 하나,0
2853,내 인생에서 또다른 스트레스 해소기.. 오래 남겨질 애니메이션!,1
2854,코미디 사극에 장혁의 명품 연기까지...,1
2855,아이들과 즐거운 시간 보내고 왔습니다^^재미있어하는 두딸을 보니 흐뭇해요,1
2856,"영화가 쓸데없이 잔인한씬이 많음 눈알에 딱밤때리는 이런씬,칼집넣는거 이런것들",0
2857,유다인이 이런영화에 출연했다는게 납득이 안간다.,0
2858,조기종영이 너무 아쉬운 드라마..ㅠㅠㅠㅠ,1
2859,삼류영화가 따로업슴 볼껀노출밖에업고 남친눈돌아감 내가 앵그리된당,0
2860,남자배우는 너무 못생겼고. 여배우는 너무 절벽이다.,0
2861,주윤발+왕조현 이 조합만으로도 10점 받을만하다,1
2862,"뭐여, 착한 일 해서 복 받은 거여?",0
2863,소소하고 차분하고 알콩달콩하다 부족함없이 잘만들었다,1
2864,쫌 오글거리지만 다시봐도 재밌는 드라마,1
2865,재밌었음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 가브 귀여웡 ㅋㅋ,1
2866,잔잔하고 여운이 남아 생각하게되는 영화. 진짜좋다. 벌써3번이나돌려봤다.,1
2867,처음봤던게 팔년전인가 하는데 지금까지 여운이 남는 공포영화,1
2868,별반개도 아깝다 난생처음 영화관에서 중간에 나와봤다,0
2869,일부러 평점 올리려고 로그인함 어제 비디오로 봤는데 정말 하나도 안무서움,0
2870,"차라리 TV판이 나은듯, 보다 잤음",0
2871,이선진 완또네요. ㅋㅋㅋㅋ 자기가 로보트 인줄아네 미췬,0
2872,나는 엔딩노래를 듣기 위해서 그 긴 시간을 참았다.,0
2873,아만다 팬심으로 봐도 이거밖에 못 주겠다.,0
2874,1개도 아깝다.볼때마다 얼마나 더 재미없어질까 싶음,0
2875,판타스틱4 액스맨 배트맨 스파이더맨섞은영화 ㅡㅡ,0
2876,돈에 찌들린 사람이면 누구나 저렇게 될수있는 가능성이 있다....,1
2877,역시 트레이 파커는 나를 실망 시키지 않았다. 음악과 그의 연기도 굿~ㅋ,1
2878,존내게 재미없는데 뭐가 재밋다는건지모르겠네???,0
2879,상중형님 멋집니다.슈퍼바이크 장수하길,1
2880,평범한것에서 자아를 찾지 못하는 잉여들..,0
2881,꼭 챙겨보세요...여운도 남고 예술과 함께한 좋은시간이었네요,1
2882,그냥 막장영화급. 내용전개가 너무 뜬금없음.,0
2883,아이유 연기든 음악이든 뭐든지 잘 소화해냄 아이유 짱~~~,1
2884,와- 정말 3류 감독.... 본인이 창피하지도 않나?,0
2885,재미없어.1점준것중 한국영화는 죄다 10점준 m창있네,0
2886,잔인하기만하고 .. 스토리가 영 어이가없다.,0
2887,중2때 봤던...파격적이고 흥미진진했던 작품..,1
2888,별로였다. 이야기가 몰입이안된다. 책을읽자,0
2889,2시간동안 시간가는줄모르고봤다 스타워즈랑은다른또다른재미,1
2890,감동인 영화네요. 이런 영화를 야한 영화로 보지 말았으면....,1
2891,배우들의 연기와 뛰어난 각본이 만들어낸 괜찮은 영화! 김선아 연기가 최고!!,1
2892,긴장감도 넘치고 식상하지 않은 구성,1
2893,이렇게 병걸린 사람을 내세워 눈물짜내는거 싫어요,0
2894,도대체가!!!?~허~~~참~이어찌!!..뭐라 참..,0
2895,너무기대를 많이해서 그런지 썩 재미있지는않다; 내용이 너무가벼워서,0
2896,불면증 환자를 위한 영!!!!화!!!!,0
2897,잔잔하면서 소소한 행복과 희망의 메세지.. 기분 좋아지는 영화,1
2898,이거볼바엔 <실종>이 백만배는 잼있는듯.,0
2899,다세포 소녀를 다시 보는 듯한 끔찍한 악몽에 시달렸다.,0
2900,너무 로맨틱할 것같아서 못보겠군요...,0
2901,강추!! 원래 잘 안우는데 눈물이 계속 흘렀네요....,1
2902,이런 대명작이 평점 왜이리 낮어,1
2903,꿀꿀개꿀잼 정자매겁나게이쁘다ㅠㅠ,1
2904,이 영화 정말 재밌게 봤어요~!! 정말 아름답다는 생각이 듭니당. ^^*,1
2905,고나은씨 눈가주름+발연기 대박! 발연기덕분에 보다 짜증남,0
2906,ㅠㅠ 마지막에 왜캐 눈물이 쏟아지는지.....잘봤네여,1
2907,헐헐헐 나 우어 진짜 와 너무 재밌어와!!!!,1
2908,좋은영화가 이런취급을받는다는게 아쉽다,1
2909,코미디 영화라 해도 믿을 정도,0
2910,도대체가 뭔 영화여? 뭘 말하려는거여? OO!!!,0
2911,다이아나...아직도 잊혀지지 않는다,1
2912,유쾌하고 훈훈한 영화네요!ㅎㅎ 강력추천!!,1
2913,나는 바보였다. 왜 예전엔 이걸 감동적이라 생각했을까...,0
2914,우리 모두가 이들처럼 산다면 한국교회는 소망이 넘칠 것....반성합니다,1
2915,최민식의 절제된 연기 멋있다.,1
2916,OOOO 졸라 답답한영화 OO 완전 답답...........,0
2917,이게 영화냐?????? 별 반개가아깝다,0
2918,아빠역할하신분이 기억에오래남네요 새론이두연기너무잘햇어요,1
2919,실패작 그 이상 그 이하도 아님 관객 조롱하는 영화,0
2920,평점왜케낮지..이거보고싶어서계속찾는중 ㅠㅠ,1
2921,뭘 이렇게 자꾸 널부러트려? 아오 짜증,0
2922,전작에서 써먹은 반전을 또써먹네;,0
2923,엠비씨 하얀거탑 골든타임은 어디가고 드라마제목부터유치한 메디컬탑팀을만들었나,0
2924,영화보면서 이렇게 욕한적첨이다,0
2925,이런걸작을 내가 왜 몰랐을까????,0
2926,잘봤습니다아이가무척좋아했습니다,1
2927,장르가 잘못 등록되어있네요~ 블랙 코미디입니다^^,0
2928,신인시절이라 그런가 정우성의 연기가 ....,0
2929,맥그리거와 젤위거의 환상조합...미스포터까지 달려봅시다.,1
2930,연극은 별로인데...소르비노(+1),0
2931,평점이 너무 낮다. 그리고 볼만했으니..,1
2932,전주국제영화제에서 관람했는데..국내 본격적으로 상영한다니 기대되네요~,1
2933,재미.....................하나두없다...스토리자체가 지루,0
2934,6살딸이랑 박장대소 하면서 정말 즐겁게 봤네요. 또 봐도 잼있을거 같아요..,1
2935,별로.. 1시간 보다가 지루함,0
2936,김윤석씨 너무 좋아! 연기 최고!,1
2937,"[우리학교]라는 영화를 보고,, 재일동포에 대해 조금이라도 알게 되었다..",1
2938,재미없어 ㅋㅋㅋㅋㅋㅋㅋ 너무뻔함,0
2939,공포 ㅡㅡ 돈낭비 시간낭비 이런걸 만드냐 OO눈버렸다 별 반도아깝네,0
2940,내살다살다 별쓰레기같은영화 다보겠네,0
2941,이단게 어째서 평론가평점6점인지...평론가들은 믿을게못됨,0
2942,디워나 7광구 용가리가 더 재미있다,0
2943,"드라이브를 본후 기대를 많이 하고 봤지만, 실망만 컸음.",0
2944,초반에 긴장감있게 잘 나가다가 개판됐다.,0
2945,"10번도 더 못본 영화, 남자라면 꼭 봐야됨!",1
2946,인생 영화 중 하나. 배우가 어린데도 연기를 무척 잘했다.,1
2947,호평만겁나게 많어 ㅋㅋ 칭찬게시판인가,0
2948,이연걸 영화중 가장 좋아하는 영화. 다시봐도 이연걸 정말 빠르다...,1
2949,뭔가 깊은뜻이 있듯하다...하지만 재미는없다,0
2950,또봐도 잼나네요 정말사실적이고 이런영화는 첨인듯,1
2951,별점 주기도 아깝다. 욕나옴.,0
2952,이거보고 잠이 솔솔 왔는데 이딴 쓰레기프로는 폐지 잘했음..ㅋㅋㅋ,0
2953,평점이 10점이라 평균 마출려구 왔슴;;;,0
2954,영화 핵노잼 감독의 연출력이 의심스러움,0
2955,"기대와는 정반대편으로 달리는영화, 포스터만 죽임",0
2956,신선하고 흥미로운 초반 분위기에 비해 둔탁해진 후반전,0
2957,솔직하지 못해서 일어난 대참사 같았다. 서툰 남자들의 거친 싸움...,1
2958,로안앳킨슨의 '미스터빈'어리버리 연기가 돋보인 영화! 속편도 잼있음ㅋㅋ,1
2959,2002년 작인 걸 감안해도 0점도 아깝다;;;;,0
2960,뒤죽박죽 우당탕탕 자연스럽지도 않는 난장판인 영화 ㅡㅡ,0
2961,쓰레기더ㅏㅋㅋㅋㅋㅋㅋㅋㅋㅋ돈주고봣엇는데내돈돌려내,0
2962,"역시 코믹액션은 성룡, 홍금보, 원표 삼인방이 최고지!!",1
2963,그닥 재미없는데 생각보다 높군 ㅋㅋ,0
2964,엘렌 페이지에 빠진다 화목한 주노네,1
2965,오랜만에 어린 시절의 순수를 경험하고 그리워 하게 해 준 영화,1
2966,"Shot에 대한 개념 정리도 안된 영화. DVD로 관람 후, 후회막심",0
2967,악몽 꾼 이야기를 그대로 옮겨 놓은 듯한 허접한 구성 조악한 연출력 최악이다,0
2968,그당시엔 니네도 개념없어뵐껄?,1
2969,8.5점 정도의 영화다.평점조절하자.,0
2970,케이블에서 봤는데 진짜 재밌네요 ㅋㅋ 저스틴 롱도 좋고....,1
2971,디즈니는 예술. 아름다운 그림과 경쾌한 이야기.,1
2972,스토리가 너무..... 뒤죽박죽인듯한 느낌..집중이 안되네요,0
2973,"이젠 장편영화는 만들지 마시길, 보는동안 괴로와요....",0
2974,나하고 안 맞는 영화인 것 같다,0
2975,범죄 스릴러 - 긴장감 = 지루함 = 프리즈너스,0
2976,우리나라 현실의 모습을 반영하는 작품,1
2977,ㅠㅠ수트어쩔거에요 ㅠ 정말 재밌었어요 ㅎㅎ,1
2978,투자자들 개부자; 이런 영화에 투자하다니,0
2979,그래도 뭔가 고민한 흔적이 보인다. 공포장르가 참 어려워,0
2980,잘 나가는듯 하다가 막판에 지나치게 오버스럽게 나가고 만다,0
2981,무언가 하고싶게 만드는 영화. 개인적으론 내 인생에 터닝포인트?,1
2982,록커 뱀파이어라.... 알리야를 위해 별하나준다,0
2983,여자시각에선 명작인가보다 이중인격소재인데 남자시각에선 그닥,0
2984,뒷 이야기 너무 궁금하다. 시즌2 안해서 짱나네.,1
2985,"어렵네요. 문학, 영화, 음악을 모르면 어려운 영화인듯!",1
2986,용형오권(용호사학표)입니다! 영화는 좀 글치만 액션신은 최고!,1
2987,정말 재미없었다 왕창 지루하기만 하고,0
2988,매혹이 나니라.. 가혹 일쎄 ...,0
2989,90년초 토요명화로 보았던 추억. 당시로선 충격이었다,1
2990,어릴때 봤을때랑 어른이 되서 봤을때의 느낌이 다르다,1
2991,다섯번이나 다시본 영화는 처음이다,1
2992,이거 평점 왜이리 낮음? 난 당연히 9점 넘을꺼라고 생각했는데,1
2993,나는 너무 좋던데. ? 자꾸만 자꾸만 떠오르는 영화이다.,1
2994,"오버, 작위, 진부 and 슬랩스틱~",0
2995,이딴 쓰레기영화 평점이 왜일게높음?어릴때 본 쓰레기중 제일!,0
2996,옛날에 mbc에서 자주해주던 영화^^ 잼났었던 ㅋ,1
2997,생각보다 재미엄슴 원작의 긴장감을 잘 살려내지 못함 스토리 전개도 엉성함,0
2998,그나마 첫번째 빼고는 재미도 없다.,0
2999,시대를 너무나 앞서간 인물 저시대에 저런 인물이 존재했다니 대단하다..,1
3000,일본가서 저딴거 찍고싶냐? 한국와라ㅋ,0
3001,워낙어릴때봐서 기억도 안난다. 지금 다시 볼라겨 다운 받았다. 무조건 만점,1
3002,"이걸 만든 자원과 자본, 시간, 인력, 기술에게 미안해지는 영화..",0
3003,투모로우2라길래 봤는데 실망했다.,0
3004,이 영화가 널리 알려졌으면 좋겠다.내 목숨 바쳐.이런사랑 해볼수 있을까.,1
3005,영상과 표현에 놀라고 내용 또한 충실하고 Ost는 믿고 듣는 한스지머,1
3006,디즈니 최고 명작!! 추억의 동심에 새겨진 아름다운 애니메이션!!,1
3007,정말 명작..김래원 연기는 소름 돋을 정도였음,1
3008,극장판 2편 나온다면서? 이대로 나온다면 증말 재앙일 듯...,0
3009,ㅋㅋㅋ 초등학교때보고 성인이되서도 재밌게보는영화!!상상력이대단하다 ㅋㅋㅋ,1
3010,ㅋㅋㅋㅋ 웃음밖엔 ;; -_-,0
3011,나는 개인적으로 굉장히재밌게봤다.,1
3012,왜 죽어야만 했을까..??ㅠㅠ너무 잔잔하면서 가혹한 영화,1
3013,박보영만 봣는데 별로네 ;... 별루임..내 스타일이아니얌..,0
3014,남녀노소 모두를 충족시킬수 있는 영화. 픽사는 역시 최고다.,1
3015,대역쓸려면 영화찍지마~ 최소한 성의라도 보여라,0
3016,한국의 전통 환타지..그만 좀 우려먹자,0
3017,"쿠로사와 아키라의 위대한 연출, 미후네 도시로의 명연기...",1
3018,구성이 왠지 이리저리 끌려다니는 듯한/,0
3019,시즌4는 최고다!!!! 진짜 미친 드라마. 영화보다 더 멋지다.,1
3020,아이돌 나왔다고 10점주는 돌아이들은 뭐야 도대체..에휴,0
3021,그냥 아무 다큐나봐도 이것보단 재미 있을듯,0
3022,너무 지루해요 .질질 끄는 느낑,0
3023,저는 구미고등학교 1학년 6반의 대가리 김지환입니다 다덤벼,0
3024,진짜로 돈아까운 영화라는건 부정할수 없는 사실.,0
3025,멋진 애니네요~~어른이 봐도 재미있었음..,1
3026,거기를 왜가는 거니? 말이된다고 생각해? 저것들땜에 군인들 더죽겠다,0
3027,배우들의 연기밖에 볼게 없는 최악의 껴맞추기 호러물,0
3028,영화의지루함보다더참기힘들었던건나를짜증나게만들던여주인공의얼굴과목소리였다,0
3029,그나마 김희선의 미모만 아니였다면 끝까지 보지도 않았을꺼다,0
3030,"""아빠! 일어나""가 감동적인 클레멘타인의 아류작",0
3031,재미있음 이해는 하지말고 보는게 좋음,1
3032,이걸 보느니 차라리 내 존슨이랑 대화를하는게 더 재밌겠다,0
3033,공공의적 시리즈 계속 나오면 정말 좋을텐데.. 진짜 최고,1
3034,더 이상의 말이 필요없는 명작,1
3035,톰아저씨 앞으로도 미션임파서블 계속 찍어주시길,1
3036,인생을 감동시킨 최고의 뮤지컬,1
3037,그지같은 영화 ... 평점 1점도 아깝다 마이너스는 없나...?,0
3038,디카프리오때문에봤지만 빌때문에 디카프리오는 보이지도않았다,1
3039,아~~~좋다. 이걸 이제 보다니~~,1
3040,기대만큼 야하지도 볼만하지도 않았던..그저그랬던..,0
3041,너뮤좋았습니다 많이만들너주세요,1
3042,지루해서 중간에 보다 껏다..졸라 노잼,0
3043,실화였네요... 故김득구선수를 알게되서 영광입니다.,1
3044,우리사회에는 이런 사람이 필요하다.,1
3045,지금까지 본 영화 중 가장 비극적인 결말의 영화..,1
3046,참으로 에지있는 음악영화 같다~~,1
3047,박정민을 다시보게된 영화 ㅋㅋㅋㅋ연기 감동임,1
3048,주변사람들에게 강추하고 싶은 영화,1
3049,세상에 맙소사...도대체 감독은 뭘 믿고서 이걸 만든걸까?,0
3050,평점이... 그레 걱정돼디??? ㅉㅉㅉ,0
3051,거짓말아니고 이건 1점짜리도 과분한영화,0
3052,진짜 이런영화 왜만드는거니 지루하다,0
3053,"저예산이라고 다 재미없는건 아니나, 그냥 보다보니 답답허네..",0
3054,○재미없음.. 스토리... ㅠㅠ,0
3055,"강동원의, 강동원에 의한, 강동원을 위한 청춘영화",0
3056,일본인다운 영화다...딱히 할 말은 없네 쩝..,0
3057,이게 장르가 코메디라니. 이 영화보고 내가 치료받아야 할 판.,0
3058,외국에서 선생님이 보여줘서 봤는데 정말 재미 없었던 기억이...,0
3059,사운트 트랙이 어쩜 이리 영화랑 잘어울릴까.,1
3060,차라리 다큐를 만들었으면 ....,0
3061,묻혀서 너무 아쉬운 드라마. 김민희씨연기도 좋았음. 재미있었음 5번은본듯,1
3062,감독님들 고은님 쓰면 영화안봅니다 .,0
3063,영화는 0점! 성은이는 10점!,0
3064,뭔가 여운이남는 영화였어요 추천드립니다 ㅠ,1
3065,한 단계 더 조악해진 악인 시리즈,0
3066,"정말 감명깊게 봤습니다. 영화지만, 극복해내는 주인공들이 부러웠습니다.",1
3067,아마 내가 죽을떄까지 잊혀지지 않을 것이다....,1
3068,남자 잘못만나서 인생 망치는 영화... 대략 난감;;,0
3069,완전 지루해 난 드라마만 보는데 이건 진짜 아니다 너무 질질 끈다 재없어,0
3070,영화를 보는건지 40~50년대 영국 담배를 보는건지를 몰르겟다,0
3071,진짜 옛날영화 별로라고생각했는데 진짜 그냥 이건 핵 소름 다섯번은 볼만하다.,1
3072,완전 재밋었는데ㅠㅠ조윤희연기쩌럿음,1
3073,개 거지같은..보면서 짜증 이빠이 나는영화,0
3074,아름다운 서울에서 서울에서 살렵니다. 서울의 찬가를 부르는 로사가 아련하다.,1
3075,정말 실망이다. 아부를 잘 모른다. 겉만 핥기식,0
3076,닉슨을 죽이기도 전에 사람을 잠들게 만들 영화다.,0
3077,솔직히  웃김 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
3078,할머니보다 엄마가 더 무섭네요,1
3079,여러분 오유에 많이 놀러오세요^^,0
3080,어..??이상하다 이 영화 코메디아니었어?? 코메딘 줄 알고 본건데....,0
3081,아니 저시대에 중국인이 왜 영어를 쓰냐고..이런 끄레기영화,0
3082,와 진짜 졸잼이다.. 슬그머니 피파를 켜봅니다,1
3083,오랜만에 스릴러다 더 재미 있었네 ㅋㅋ,1
3084,ㅡ ㅡ 머야 이게 .. 말이야,0
3085,스케일 크고 배우들 화려할뿐 전형의 극치를 달린다.,0
3086,아 젠장 궁금해서 끝까지 봤는데... 뭥미...,0
3087,이거 등급 매긴 인간이나 돈남아도는거 같은 제작자나 감독이나 참 ㅉㅉ,0
3088,이런 발연기 트리오를 보았나... 거품 3인방의 시답지않은 망작.,0
3089,개그맨더빙에 짝퉁에 그냥 노답퍼레이드,0
3090,이해를 못해서 그랬을까 지루하고 재미도 없었다.,0
3091,평점이 너무 낮네요....내용 좋고 지루하지않고 이만한 영화가 또 있을까요,1
3092,? 뭐요? 뭐라구요? 뭐라하시는거에요,0
3093,무슨 생각으로 이런 예능을 만들었는가? 다시는 안봤으면 좋겠다!!,0
3094,이게 뭐지 이게 뭐지 이게 뭐지,0
3095,국산영화봅시다 다세포봐요 국산물산장려운동,0
3096,이런 걸 영화관에서 보던 시절이 있었지.,0
3097,아이들보기에 재미있는영화 그냥tv로보는 만화같아요 좀어린애들이 좋아할것같아요,0
3098,냉전 후 첫 모스코바 촬영이라는 데 의미를 두자,0
3099,재미도 없고......내용도 뻔하고......핵심이 되어야 할 긴장감도 없다,0
3100,종교는 권력자들이 권력유지를위해 만든 산물에 불과하다,0
3101,이 영화보다 포토샵 동영상강의가 더 흥미로울 정도였다.,0
3102,마지막 악마의 승리... 뒷끝이 않좋았지만 경고메시지로 훌륭했음.,1
3103,핵소름 여주 연기정말 잘하네요,1
3104,유치한 영화에 너무 평점이 높네,0
3105,"스토리의 깊이를 살리지 못한 연출, 연기가 아쉽다.",0
3106,감독은 의도도 안한거가지고 지들멋대로 해석하고 명작으로 치켜세움 ㅋㅋㅋ,0
3107,슈왈제기너의 근육은 역시........,1
3108,뛰어난 연출역을 보여 주었다.,1
3109,닉 놀테를 사랑하시는분은 무조건 보세요,1
3110,완성도는 높지 않지만 재미는 보장~!!,1
3111,"변강쇠 아빠와 열두 아이들의 시끌벅쩍 -진부한 가족애,,",0
3112,아주 재미있었어요!!! 또 보고 싶네요.,1
3113,정말 귀여운 이야기가 딱 맞는말^^ 남자여자주인공 다 멋지다,1
3114,지금의 인기배우들을 배출한 드라마?!,1
3115,밧슈...를 보고 반한 최고의 애니,1
3116,솔직히 재미없엇다...진짜 실망,0
3117,좋은 배우들 가지고 똥만 뽑아내는것도 재주구만..ㅉㅉ,0
3118,이 영화의 메시지. 자연보호를 하자~,0
3119,7살때인가티비에서본거같은데 ㅠㅠ어렸을때엄청울면서봤던영화,1
3120,누구를 위한 영화인가... 소지섭 좋아서 보긴했는데...,0
3121,뒤로갈수록 점점ㅋ 재미없어졌음ㅋ,0
3122,정말 잘 만든 드라마이고 지금와서 생각하면 출연지 빵빵..,1
3123,1점도 아깝고 한국어가 안되면 차라리 한국어씬을 찍지말든가.,0
3124,라스트씬 카메라앵글까지 따라한 것 보고 웃음을 참을 수 없었음,0
3125,아이들이 너무 재미 있게봤습니다,1
3126,재미있었다~ 몰입감도 좋았고 걍 재미있었다~,1
3127,좋다! 이래서 세상이 아직 굴러가고 있는 거겠지,1
3128,이런영화가 나와주기만하는거만으로도 고맙다,1
3129,영화 출시년에도 그해의 최악의 영화란 평을 받았었죠~,0
3130,시시하다. 강한 긴장감이 없다.,0
3131,아 연기 최고 손에 땀이 가득가득,1
3132,한물간 올드스타를 등장시켜 올드팬들의 향수를 자극하는 B급 형사뭏 !!,0
3133,진심 안보면 후회해요 꼭 보세요 진짜 달달함,1
3134,역대급 쓰레기 영화 이것도 연기라고 하나..,0
3135,1998년도에 이런영화를 만든다는것은 정말 대박이다.,1
3136,어쩌자고 이런 영화를..;; 킬링타임도 안된다. =ㅛ=ㅋ,0
3137,전 정말 재밌게 잘 봤어요 10자 10자,1
3138,최악..니브캠벨 샤워씬 처음에 잠깐 그걸로 끝...시간아깝다,0
3139,연기 구리고 연출 구리고 스토리 재구성도 구리고 에리이,0
3140,네티즌평점 10.00이었는데 내가 1점줘서 내려갔네? ㅎㅎㅎㅎ,0
3141,내 아까운 시간을 버리게한 쓰레기 재미없다..2점부터 점수준것들 M창,0
3142,이거ㅋㅋ옜날에찐짜많이봤는데ㅋㅋㅋㅋㅋㅋㅋ,1
3143,씩씩한 삼순이같은 인생을 위해..,1
3144,덴젤 워싱턴의 카리스마만으로 충븐했다 멕시코시티의 이국적인 배경은 덤,1
3145,왠만하면 이렇게 낮은 평점은 안주는데 무슨 말인지 모르겠다,0
